Model,Scenario,Step,Stabilizing force trajectory,Destabilizing force trajectory,Target stabilizing force,Target destabilizing force,Target VE free energy,Field potential Phi,Lyapunov V,Delta Lyapunov V,Jacobian eigenvalue 1,Jacobian eigenvalue 2,Locally stable
Hybrid w/o Rerank,Retrieval-noise perturbation,10,2.4140474182200697,1.7106966514999646,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7033507667201051,0.026799428558290983,-0.004924203186112627,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,11,2.424178392943219,1.7061341849244096,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7180442080188092,0.023372958750233437,-0.003426469808057546,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,12,2.4319993643114843,1.7029350753186472,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7290642889928372,0.020954986381641328,-0.002417972368592109,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,13,2.4380499673081837,1.7007206175848253,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7373293497233584,0.01922822855438559,-0.0017267578272557385,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,14,2.4427413653662233,1.699213220094974,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7435281452712492,0.017982828961070972,-0.0012453995933146174,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,15,2.446387273932481,1.6982100320003133,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7481772419321675,0.01707732967021235,-0.0009054992908586225,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,16,2.4492274141760375,1.6975633497481815,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.751664064427856,0.016414686216226784,-0.0006626434539855654,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,17,2.4514452576783623,1.6971660763787395,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7542791812996228,0.01592726450681594,-0.00048742170941084434,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,18,2.453181463110421,1.6969409441569734,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7562405189534476,0.015567276215346657,-0.00035998829146928306,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,19,2.4545440601128767,1.6968325379190605,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7577115221938162,0.015300560392994118,-0.0002667158223525392,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,20,2.4556161754953,1.6968014008712076,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7588147746240925,0.015102460850880689,-0.000198099542113429,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,21,2.4564619011655004,1.6968196872187007,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7596422139467998,0.014955041325845922,-0.00014741952503476673,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,22,2.4571307558988584,1.6968679624600282,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7602627934388302,0.014845171488281385,-0.00010986983756453711,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,23,2.4576610821478644,1.6969328540900115,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7607282280578529,0.0147631909699058,-8.198051837558437e-05,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,24,2.4580826355497787,1.6970053315276583,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7610773040221204,0.014701964254725492,-6.122671518030837e-05,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Retrieval-noise perturbation,25,2.458418561834797,1.697079450839476,2.5450180381727368,1.6124819618272632,-0.24501803817273704,-0.7613391109953209,0.014656204449176861,-4.5759805548630655e-05,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,0,1.70674109847202,2.090993602716409,2.3704737478778055,1.5945262521221946,-0.07047374787780547,0.38425250424438895,0.687020860093262,,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,1,1.850945749040779,1.9752240529456169,2.3704737478778055,1.5945262521221946,-0.07047374787780547,0.12427830390483785,0.4148401571273955,-0.2721807029658665,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,2,1.960236640999267,1.8895342946494416,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.07070234634982553,0.25532422901583135,-0.15951592811156418,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,3,2.0431488553146258,1.8262110212738025,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.21693783404082323,0.16081941754833104,-0.09450481146750031,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,4,2.1061165736887335,1.779502123879662,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.3266144498090715,0.1041007886776664,-0.056718628870664645,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,5,2.153992715308513,1.7451208036732555,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.4088719116352575,0.06954275641913224,-0.034558032258534155,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,6,2.1904396143798825,1.7198746063749855,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.4705650080048971,0.04812449913823111,-0.021418257280901132,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,7,2.2182228167543334,1.7013879864722068,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.5168348302821266,0.03459977629625683,-0.013524722841974278,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,8,2.2394320818340385,1.6878948848439899,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.5515371969900487,0.025889619815863657,-0.008710156480393173,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,9,2.255647677181877,1.6780837051608866,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.5775639720209904,0.0201668744697796,-0.0057227453460840585,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,10,2.268065550319345,1.6709814970251486,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.5970840532941966,0.01633284340034332,-0.003834031069436278,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,11,2.2775915817725156,1.6658674675234144,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6117241142491012,0.013716665795333906,-0.002616177605009415,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,12,2.284912585440451,1.662208425475171,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6227041599652801,0.011901589107413707,-0.0018150766879201988,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,13,2.29054981665619,1.659610622403776,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6309391942524141,0.010623810036867513,-0.0012777790705461936,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,14,2.294899317193768,1.6577838472260038,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6371154699677644,0.009713017911533837,-0.0009107921253336763,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,15,2.298262351611344,1.6565146748570667,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6417476767542771,0.00905705030390917,-0.000655967607624668,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,16,2.3008683819064712,1.6556465500623094,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6452218318441618,0.008580597792291788,-0.0004764525116173809,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,17,2.3028924208478316,1.6550649726862563,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6478274481615753,0.008232172450665829,-0.0003484253416259596,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,18,2.304468148516464,1.6546864881168288,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6497816603996351,0.007975993141980019,-0.00025617930868581003,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,19,2.3056978339919065,1.6544505144137265,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.65124731957818,0.007786836230937714,-0.00018915691104230432,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,20,2.306659846569382,1.6543132826072933,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6523465639620887,0.007646703014427346,-0.0001401332165103684,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,21,2.3074143472333306,1.65424334998331,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6531709972500206,0.007542619786594443,-0.00010408322783290319,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,22,2.3080076054528904,1.6542182832369212,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6537893222159692,0.007465157528051274,-7.746225854316901e-05,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,23,2.308475276776487,1.6542222108360565,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6542530659404306,0.007407417905668118,-5.773962238315566e-05,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,24,2.308844894226094,1.6542440204923172,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.654600873733777,0.007364327461531676,-4.3090444136442e-05,-0.8500000000000001,-1.25,True
Hybrid w/o Rerank,Coverage-capped deployment,25,2.309137764397534,1.6542760348187475,2.3704737478778055,1.5945262521221946,-0.07047374787780547,-0.6548617295787864,0.007332139401777448,-3.218805975422831e-05,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,0,1.957048727359449,1.6791201330868786,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.27792859427257044,0.7443710028503071,,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,1,2.0888121918396965,1.6102773192024562,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.47853487263724026,0.5099570068458608,-0.23441399600444635,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,2,2.1901516162237153,1.5611620348129724,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.6289895814107429,0.3619354693841137,-0.14802153746174707,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,3,2.2682451501115106,1.526414537120641,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.7418306129908696,0.2667359336064134,-0.0951995357777003,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,4,2.328549141975176,1.5020877552992111,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.8264613866759647,0.20436373027966903,-0.06237220332674437,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,5,2.375216224274614,1.485281757334828,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.889934466939786,0.16275491993169394,-0.04160881034797509,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,6,2.411410979372595,1.473871702234943,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.9375392771376521,0.13452230347092714,-0.028232616460766802,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,7,2.4395484336960047,1.466305548909953,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-0.9732428847860517,0.1150676287616142,-0.019454674709312947,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,8,2.4614743764784985,1.4614537859561474,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0000205905223511,0.10147771486180877,-0.01358991389980542,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,9,2.4786018007585167,1.4584979309339405,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0201038698245761,0.09187277145680403,-0.009604943405004743,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,10,2.4920142317388425,1.456847902437598,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0351663293012445,0.08501727959883781,-0.006855491857966217,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,11,2.5025440510734462,1.4560808771647002,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.046463173908746,0.08008455583891441,-0.004932723759923402,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,12,2.5108319273368673,1.4558961199724954,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.054935807364372,0.07651214834896117,-0.0035724074899532443,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,13,2.517371959297282,1.4560816768411902,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0612902824560917,0.07391153927981192,-0.0026006090691492456,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,14,2.522546006820757,1.4564898680458758,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0660561387748813,0.07201075208350251,-0.0019007871963094142,-0.8500000000000001,-1.25,True
