Model,Scenario,Step,Stabilizing force trajectory,Destabilizing force trajectory,Target stabilizing force,Target destabilizing force,Target VE free energy,Field potential Phi,Lyapunov V,Delta Lyapunov V,Jacobian eigenvalue 1,Jacobian eigenvalue 2,Locally stable
Sparse Only,Nominal relaxation,15,2.52664983201249,1.4570193009985164,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0696305310139735,0.07061720004469699,-0.0013935520388055206,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,16,2.5299130312320646,1.4576017060387718,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0723113251932928,0.06959319462598347,-0.0010240054187135167,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,17,2.5325142548171384,1.4581923339893565,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0743219208277819,0.06883951324859222,-0.0007536813773912493,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,18,2.5345928465673704,1.4587629790137215,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0758298675536488,0.06828419222040384,-0.0005553210281883797,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,19,2.5362577598510283,1.459296932252979,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0769608275980493,0.06787476926224895,-0.00040942295815489527,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,20,2.5375943994746883,1.4597853518433388,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0778090476313495,0.0675728434786445,-0.0003019257836044398,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,21,2.538669881560994,1.4602246689046694,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0784452126563246,0.06735021763892149,-0.00022262583972301742,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,22,2.539537085091629,1.4606147486665728,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0789223364250562,0.06718613675146831,-0.0001640808874531774,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,23,2.5402377790713064,1.460957599819702,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0792801792516045,0.06706529601395794,-0.00012084073751036928,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,24,2.5408050413613767,1.461256479989861,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0795485613715157,0.06697639468728647,-8.890132667147e-05,-0.8500000000000001,-1.25,True
Sparse Only,Nominal relaxation,25,2.5412651337773386,1.4615152858158895,2.7181232324436793,1.2727501039741238,-0.4181232324436791,-1.0797498479614491,0.06691108093962794,-6.531374765852971e-05,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,0,1.7495693619588006,2.0479723382435866,2.429957447165001,1.5609158892528021,-0.12995744716500085,0.29840297628478596,0.7001519309940724,,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,1,1.8906693978820774,1.9372366228637619,2.429957447165001,1.5609158892528021,-0.12995744716500085,0.04656722498168442,0.43244889464487185,-0.2677030363492005,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,2,1.9977089976462732,1.8553994091506314,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.1423095884956418,0.27355926560275934,-0.1588896290421125,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,3,2.0789967929114623,1.795029594307826,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.2839671986036363,0.17798260772866262,-0.09557665787409672,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,4,2.1407993585772496,1.7505889523926175,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.3902104061846321,0.11958827107656225,-0.058394336652100365,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,5,2.1878457597766134,1.717952947906234,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.46989281187037935,0.08327870696057371,-0.03630956411598854,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,6,2.2237069765446553,1.6940523604099658,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.5296546161346896,0.06026457658329632,-0.02301413037727739,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,7,2.2510813142915578,1.6766053449586356,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.5744759693329222,0.045380721073269695,-0.014883855510026626,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,8,2.2720091604935577,1.6639171762619607,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.608091984231597,0.035556926387987464,-0.00982379468528223,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,9,2.2880346322452705,1.6547306368396677,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6333039954056028,0.02894329225952737,-0.0066136341284600934,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,10,2.3003272933522316,1.6481142895661247,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6522130037861069,0.024407537794724692,-0.0045357544648026785,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,11,2.3097738417357894,1.6433790816643041,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6663947600714852,0.02124427711666082,-0.0031632606780638735,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,12,2.317047206642727,1.6400161293572082,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6770310772855188,0.019005570399372444,-0.0022387067172883746,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,13,2.322658646826924,1.63765033163088,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6850083151960442,0.017401207201065014,-0.0016043631983074305,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,14,2.3269970526633865,1.6360058090344485,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.690991243628938,0.016239338888742162,-0.0011618683123228515,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,15,2.330358612370335,1.6348801724167261,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6954784399536087,0.01539064307640833,-0.0008486958123338322,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,16,2.332969219074115,1.6341253818770034,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.6988438371971117,0.014766346198502674,-0.000624296877905656,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,17,2.3350014067485128,1.6336335216187736,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.7013678851297391,0.014304503668490327,-0.000461842530012347,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,18,2.3365871606009576,1.633326239521748,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.7032609210792096,0.013961269239123011,-0.00034323442936731556,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,19,2.3378276148605077,1.6331469168191957,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.7046806980413121,0.01370522734375115,-0.000256041895371862,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,20,2.3388004008174503,1.6330548700545613,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.705745530762889,0.013513639649926072,-0.00019158769382507726,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,21,2.3395652198528496,1.6330210645487777,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.7065441553040719,0.01336991106291501,-0.00014372858701106224,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,22,2.3401680746705837,1.6330249509606247,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.707143123709959,0.013261848193323773,-0.00010806286959123661,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,23,2.3406444854330677,1.6330521354186933,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.7075923500143744,0.013180443144235828,-8.140504908794519e-05,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,24,2.341021937313753,1.6330926675710669,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.707929269742686,0.013119012240905378,-6.143090333044984e-05,-0.8500000000000001,-1.25,True
Sparse Only,No calibration control,25,2.341321745585589,1.6331397860466692,2.429957447165001,1.5609158892528021,-0.12995744716500085,-0.7081819595389198,0.01307257886256573,-4.643337833964804e-05,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,0,1.8296381154561414,1.7166555109258181,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.11298260453032327,0.6781464713067301,,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,1,1.9595761624058048,1.6398190105883204,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.31975715181748443,0.45231574490277315,-0.22583072640395696,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,2,2.059153759482539,1.5843156971996837,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.4748380622828552,0.3119939462747022,-0.14032179862807093,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,3,2.1355999286376135,1.54445118350573,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.5911487451318835,0.2232286554733472,-0.08876529080135503,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,4,2.1943978217223643,1.5160160644537095,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.6783817572686548,0.16601775909890595,-0.05721089637444124,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,5,2.2397107524972366,1.4959042361260035,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.7438065163712331,0.128444011017332,-0.03757374808157396,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,6,2.2747034946762774,1.4818284089781106,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.7928750856981668,0.1033126525439519,-0.02513135847338009,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,7,2.3017847279118038,1.4721082152184368,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.829676512693367,0.08621388369514692,-0.017098768848804985,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,8,2.3227900944174826,1.4655125114777157,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.857277582939767,0.07439912920044578,-0.011814754494701138,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,9,2.3391205058073403,1.461142120182773,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.8779783856245673,0.06612406372374602,-0.008275065476699761,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,10,2.35184671515353,1.4583427275153626,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.8935039876381672,0.06026077506675046,-0.005863288656995556,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,11,2.3617884448303235,1.456640255681956,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9051481891483675,0.05606614383860736,-0.004194631228143099,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,12,2.369574312401654,1.4556929721206366,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9138813402810173,0.05304163653998581,-0.0030245072986215538,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,13,2.3756872564405525,1.4552560528100476,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9204312036305049,0.05084712095452109,-0.0021945155854647194,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,14,2.3804990054588586,1.455155404316238,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9253436011426206,0.04924698346119613,-0.0016001374933249587,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,15,2.384296261243568,1.4552683619668607,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9290278992767074,0.048075826130264815,-0.0011711573309313161,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,16,2.3873006116195135,1.455509488742241,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9317911228772724,0.04721621702488394,-0.0008596091053808749,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,17,2.3896836934875254,1.4558201529098294,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.933863540577696,0.04658398771244149,-0.0006322293124424519,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,18,2.3915787547299585,1.4561609008769445,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.935417853853014,0.04611834293336848,-0.00046564477907300866,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,19,2.3930894830301654,1.4565058942206628,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9365835888095027,0.045775096262299725,-0.00034324667106875456,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,20,2.3942967581210777,1.4568388680942086,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9374578900268691,0.04552197433680763,-0.00025312192549209467,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,21,2.39526382439784,1.4571502084579462,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.938113615939894,0.04533531439389462,-0.0001866599429130103,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,22,2.396040260371032,1.4574348499963694,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9386054103746626,0.045197715810715265,-0.0001375985831793547,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,23,2.3966650304513903,1.4576907742506515,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9389742562007388,0.04509635454620276,-0.00010136126451250338,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,24,2.3971688357850445,1.4579179452147486,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9392508905702959,0.04502176416444187,-7.459038176089311e-05,-0.8500000000000001,-1.25,True
Sparse Only,Retrieval-noise perturbation,25,2.3975759288371954,1.4581175624897316,2.541164049244641,1.3020746179107954,-0.24116404924464052,-0.9394583663474638,0.04496694887500805,-5.4815289433816916e-05,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,0,1.7721431220197223,1.6791201330868786,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.09302298893284378,0.6400874369844614,,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,1,1.899078495693877,1.6028810949888672,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.2961974007050099,0.42509061387669,-0.21499682310777135,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,2,1.9963078793725388,1.5477296698384044,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.4485782095341344,0.2918406331059714,-0.1332499807707186,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,3,2.070913035472663,1.5080492193166852,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.5628638161559778,0.20777537902854135,-0.08406525407743007,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,4,2.1282638907708926,1.479685869648532,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.6485780211223606,0.15374204984616732,-0.054033329182374024,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,5,2.1724365324697676,1.4595728576226201,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.7128636748471475,0.11835055895033322,-0.0353914908958341,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,6,2.2065283989308426,1.4454504837901048,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.7610779151407379,0.09473903024323696,-0.023611528707096263,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,7,2.232896078481791,1.4356574831208606,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.7972385953609304,0.07871168424662749,-0.016027345996609474,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,8,2.2533348253002705,1.4289757197741957,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8243591055260748,0.0676600712736124,-0.011051612973015087,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,9,2.2692141647530026,1.4245146766030696,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.844699488149933,0.05993325381425946,-0.0077268174593529415,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,10,2.2815804011938163,1.4216256260759894,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8599547751178269,0.0544666108365799,-0.005466642977679556,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,11,2.291234165960976,1.4198379256172284,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8713962403437474,0.05056057975934869,-0.003906031077231212,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,12,2.2987891321086815,1.4188117928454937,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8799773392631878,0.04774701425216494,-0.0028135655071837504,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,13,2.3047165100544995,1.4183033466017316,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8864131634527679,0.045707233612723996,-0.0020397806394409426,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,14,2.3093788007819454,1.4181387691869922,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8912400315949531,0.04422092035812448,-0.001486313254599518,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,15,2.313055427360038,1.4181952446584458,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8948601827015921,0.04313367514364976,-0.0010872452144747163,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,16,2.3159622213755893,1.418386925344018,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8975752960315713,0.042336029005733036,-0.0007976461379167257,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,17,2.3182662558752973,1.418654624846242,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.8996116310290554,0.04174961095917287,-0.0005864180465601637,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,18,2.320097151110156,1.4189582688329871,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9011388822771689,0.04131786557461324,-0.0004317453845596314,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,19,2.321555704105164,1.4192713833919104,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9022843207132536,0.04099971827085715,-0.00031814730375609446,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,20,2.3227204855535772,1.41957708601326,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9031433995403173,0.040765186149092206,-0.00023453212176494098,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,21,2.323652891002678,1.4198651823420627,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9037877086606152,0.040592296122551705,-0.0001728900265405009,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,22,2.3244010151606194,1.420130074659781,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9042709405008384,0.04046489623295377,-0.00012739988959793724,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,23,2.325002628938102,1.420369264557096,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.904633364381006,0.04037108645124282,-9.380978171094623e-05,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,24,2.3254874714182057,1.420582289127074,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9049051822911316,0.040302084816686706,-6.900163455611508e-05,-0.8500000000000001,-1.25,True
Sparse Only,Coverage-capped deployment,25,2.3258790179602866,1.420769972236561,2.461309891694059,1.2727501039741238,-0.16130989169405874,-0.9051090457237256,0.04025140296072226,-5.068185596444896e-05,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,0,1.8973326742752734,1.8779558820271294,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.019376792248144037,0.7468038094628182,,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,1,2.036214596051324,1.790198901548239,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.24601569450308514,0.4898871407957708,-0.25691666866704743,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,2,2.1424210350352486,1.7264261638409575,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.4159948711942911,0.3318197542907043,-0.15806738650506647,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,3,2.2237732123242577,1.6802939586115622,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.5434792537126956,0.23286562620942663,-0.09895412808127768,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,4,2.286196144173399,1.6471036035719002,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.6390925406014987,0.1697594370012304,-0.06310618920819624,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,5,2.334182646132634,1.623380140364533,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.7108025057681009,0.12874000827605436,-0.04101942872517603,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,6,2.371143044152135,1.6065580645090822,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.7645849796430526,0.10156842871806833,-0.027171579557986034,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,7,2.399668875553323,1.594747040504056,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.8049218350492668,0.0832418924886578,-0.018326536229410523,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,8,2.42173184140006,1.5865573647961329,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.8351744766039273,0.0706736760334707,-0.012568216455187103,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,9,2.438833997390666,1.5809700396207431,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.8578639577699227,0.06192557308118295,-0.008748102952287756,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,10,2.4521212076162286,1.5772401389718094,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.8748810686444193,0.05575768975705475,-0.0061678833241281955,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,11,2.462468907668466,1.5748250058681743,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.8876439018002917,0.05136160190218003,-0.0043960878548747195,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,12,2.470546985385588,1.5733309587183921,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.8972160266671958,0.048200216739334514,-0.0031613851628455175,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,13,2.476868904896123,1.572473784578749,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9043951203173739,0.04591027815759924,-0.0022899385817352763,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,14,2.48182893434386,1.5720494937888525,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9097794405550077,0.044242041360364026,-0.001668236797235212,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,15,2.4857303859759767,1.5719127052427437,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.913817680733233,0.04302128067454421,-0.0012207606858198189,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,16,2.4888070612235045,1.5719607003566023,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9168463608669022,0.04212491230155299,-0.0008963683729912159,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,17,2.4912395544736055,1.5721216835064518,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9191178709671537,0.0414650534422216,-0.00065985885933139,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,18,2.493167663467179,1.572346159924837,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9208215035423422,0.040978402429353286,-0.0004866510128683152,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,19,2.4946998486288376,1.5726006206551042,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9220992279737334,0.04061903808146915,-0.00035936434788413907,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,20,2.4959204533357586,1.5728629320384815,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9230575212972771,0.040353458155151845,-0.00026557992631730254,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,21,2.4968952235095614,1.5731189822196265,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9237762412899349,0.04015711146261046,-0.00019634669254138537,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,22,2.4976755339541112,1.5733602526696833,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.924315281284428,0.040011943942522846,-0.00014516752008761347,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,23,2.4983016300233083,1.57358206874301,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9247195612802983,0.03990464410081543,-0.00010729984170741724,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,24,2.498805118560907,1.573782347283706,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9250227712772008,0.03982537769773333,-7.926640308209693e-05,-0.8500000000000001,-1.25,True
VERITA-QA,Nominal relaxation,25,2.4992108856472375,1.5739607068723598,2.6351842698267687,1.4280905328336948,-0.33518426982676847,-0.9252501787748777,0.03976686887930479,-5.8508818428539e-05,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,0,1.7375578579155335,2.162,2.4132748026604633,1.6500000000000001,-0.11327480266046314,0.4244421420844664,0.7187373894154223,,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,1,1.8836296464277724,2.041982314316621,2.4132748026604633,1.6500000000000001,-0.11327480266046314,0.15835266788884872,0.43417412625776586,-0.28456326315765645,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,2,1.994225651925106,1.9530112141672415,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.041214437757864486,0.26741798664313005,-0.1667561396146358,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,3,2.0780376522620245,1.887147885269125,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.1908897669928995,0.1686230664948835,-0.09879492014824653,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,4,2.1416145993722653,1.8384683354530897,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.30314626391917554,0.1093195795190434,-0.059303486975840106,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,5,2.189893205596714,1.8025545689828315,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.38733863661388246,0.07317223442428875,-0.03614734509475466,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,6,2.2265967538552185,1.7761138377203054,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.4504829161349131,0.05075339397027687,-0.02241884045401188,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,7,2.254534927728936,1.75669380195325,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.49784112577568584,0.03658191526851629,-0.014171478701760575,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,8,2.2758292836584904,1.742469500652225,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.5333597830062653,0.027441879244593546,-0.009140036023922746,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,9,2.2920828527907973,1.7320840768615975,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.5599987759291998,0.02142528438743228,-0.006016594857161266,-0.8500000000000001,-1.25,True
VERITA-QA,No calibration control,10,2.304507755453695,1.7245297348322939,2.4132748026604633,1.6500000000000001,-0.11327480266046314,-0.5799780206214009,0.01738495193225144,-0.004040332455180842,-0.8500000000000001,-1.25,True
